"464371985,2026-07-01T15:57:18Z,1405/04/10 19:27,ÜLKƏR,erendiz,twit,#کاما\nدر ادامه توئیت قبلیم اشاره می کنم که بنده از تازه واردین سهم هستم و و چون مدت زیادی روی سهم نمونده ام تعصبی هم روی آن ندارم و نظراتم مبتنی بر واقعیات و فارغ از هرگونه رویاپردازی و تعصب است و چون با هدف کوتاه مدتی و میان مدتی خریده ام ممکن است خیلی راحت ازش دل بکنم و بروم ولی چه بروم چه روی سهم بمونم واقعیتهای سهم تغییری نمیکند. بهتر است قضاوت روی هر سهمی بر اساس واقعیات سهم باشد نه بر اساس سهامدار بودن یا نبودن و هر گونه تعصب و غرض ! تصمیم برای خرید و فروش با خودتان"
"464371952,2026-07-01T15:55:30Z,1405/04/10 19:25,ÜLKƏR,erendiz,twit,#کاما حدود ۶ سال پیش، ارزش کل بازار سهام باما حدودا معادل ۳۳ همت بوده؛ پس از افزایش سرمایه های چند ده برابری در طی چند سال اخیر و انجام سرمایه گذاریهای کلان و  اجرای پروژه های اساسی در شرکتهای زیرمجموعه و توسعه ظرفیت تولید و فروش آنها و... و نهایتا ایجاد یک پرتفوی سرمایه گذاری قوی و ارزشمند، ارزش روز کل سهام باما بعد از این همه مدت شده  ۱۳ همت ، یعنی حدودا یک سوم ارزش بازار ۶ سال پیش !!! کاملا خنده داره. الان بدون در نظر گرفتن فعالیتهای توسعه ای مذکور و آثار تورم افسارگسیخته بر داراییهای شرکت (افزایش چند ده برابری قیمت داراییهای سرمایه ای در این ۶ سال) و بدون در نظر گرفتن ظرفیت سودسازی فعلی ، حداقلِ حداقل ارزش کل سهام شرکت باما منطقا نباید کمتر از ۳۳ همت باشد که در این صورت ارزش فعلی هر سهم باما (بر اساس همان نرخهای تاریخی) برابر با ۷۶۶ تومنه !!!!\nحال با در نظر گرفتن موارد ذیل :\n۱- افزایش سرمایه های انجام شده\n۲- سرمایه گذاری های کلان انجام شده در مجموعه و توسعه پورتفو در ۶ سال اخیر\n۳- اثرات تورمی وحشتناک چند سال اخیر بر داراییهای شرکت و ارزش جایگزینی بالای فعلی داراییهای سرمایه ای مجموعه\n۴- رشد سودسازی شرکت. در حال حاضر بر اساس آمار سود واقعی محقق شده،  p/e شرکت باما مساوی ۴ (حتی کمتر از نصف p/e گروه خودش) می باشد. مسلما با پیش بینی رشد قابل توجه سود شرکت در سال ۱۴۰۵ نسبت به سال قبل ، عدد واقعی p/e بسیار پایینتر از ۴ می باشد که ظرفیت رشد قیمت سهام را دوچندان می کند.\n۵- روند رو به رشد قیمت جهانی محصولات شرکت\n۶- سایر پتانسیلهای موجود که مدیریت شرکت باما نسبت به افشاء آنها محافظه کارانه رفتار می کند. \n\nبا توجه به موارد فوق، قیمت فعلی تابلوی سهام شرکت باما نسبت به ارزش واقعی آن رقم بسیار ناچیزی است و سهامدار عمده، مدیریت شرکت و بازیگران سهام فقط تا یه جایی می توانند در مقابل روند رشد قیمت سهام مقاومت و مانع تراشی کنند. بالاخره در بلندمدت در یک نقطه ای قیمت تابلوی سهام به NAV و ارزش واقعی سهام می رسد. ما به ارزندگی سهام (بمراتب بیشتر از قیمت تابلو) اعتقاد داریم و سمپاشی هایی که از طرف بعضی اشخاص مغرض مطرح می شود  (مثلا می گویند شرکت ورشکسته است و... ) بی پایه است و بی اساس و تاریخ تکرار می شود...\n\nنظر شخصی است و معیار برای تصمیم گیری قرار نگیرد."
"464371925,2026-07-01T15:53:39Z,1405/04/10 19:23,حسین بخششی,hossein1615,twit,#شپنا دوستان خبر دارند معاملات آپشن شپنا به سررسید ۱۷ تیر چه وضعیتی پیدا می کنند."
"464371918,2026-07-01T15:53:19Z,1405/04/10 19:23,نیکان,hadi08763,quote,سلام دوستان اتفاقا شرکت هایی که می خواهند حداقل چهار ماه یا شش ماه دیگر این سود را بپردازند همان بهتر که اصلا سود مجمع پرداخت نکنند \nچون اولا این سودی که پرداخت می شود از جیب خود سهامداران بطور نقد برداشته می شود و آن را بصورت نسیه پرداخت می کند\n و هیچ نفعی برای  سهامدار ندارد چون به اندازه سودی که پرداخت می کند\n از قیمت سهم شما کسر می کند و در چهار ماه یا بیشتر اگر کارشان درست بود پرداخت می کند \n\nبنابراین همین که سود کمتر پرداخت کرده به نفع ماست اگر به جای سود \nسهام به سهامدار بدهند ارزشمند است نه اینکه نقد  از جیب شما بر دارند  و چهار ماه دیگر به شما بدهند\n اگر قدری تصور کنید که این سودی که چهار ماه دیگر پرداخت می شود آیا با آن می توان به همین اندازه که از سهام شما کسر شده خرید یا نه \nیک مثال حرف من را روشن می کند \nفرض بفرماید دومیلیون از سهام  شما کسر شده و چهار ماه دیگر قرار است به شما بدهند\n اگر قیمت سهام امروز هزار تومان باشد با این دو میلیون می توانیددو هزار تا سهام بخرید\n اما اگر این سهام تا چهار ماه دیگر دو برابر بشود شما فقط می توانید  هزار تا از همان سهام بخرید  \n\nبنابراین اصلا جای نگرانی نیست که سود مجمع را ۶۰ ریال داده اند این بنفع ماست تا زیان ما"
"464371913,2026-07-01T15:52:31Z,1405/04/10 19:22,mrk,mrk_mrk65,twit,#شاخص_بورس خوشبحال کارمند جماعت \nسنگ از اسمونم بباره سر ماه پیامک دینگ دینگ حقوق\nرسما مملکت ۹ روز تعطیل"
"464371908,2026-07-01T15:52:24Z,1405/04/10 19:22,محمد,mo565986,twit,#کایزد   به زمان نیاز داره تا از روند نزولی بلند مدتی خارج بشه"
"464371891,2026-07-01T15:51:09Z,1405/04/10 19:21,علی,ahooeie,twit,#شپنا در آمد خرداد اصلاحیه زده 143 هزار میلیارد گزارش قبلی 175 هزار میلیارد زده بود الان 32 هزار میلیارد کمتر شد"
"464371874,2026-07-01T15:49:36Z,1405/04/10 19:19,محمد,mo565986,twit,#شنفت    داره جذاب میشه ..."
"464371864,2026-07-01T15:48:45Z,1405/04/10 19:18,m.a.t,mat2000,quote,عستاد , حداقل املای کلمه تعلیق را یاد میگرفتی , بعد افاضه می فرمودید .\nعزت زیاد"
"464371857,2026-07-01T15:48:27Z,1405/04/10 19:18,يوسف عطايي,kohal,quote,#حفاری \nسلام\nارزش دکل ۱۱۲ که از بین رفته رو نگفتند چقدر هست؟\nدر صورتهای مالی مبلغ ۳۰ میلیون میلیون ریال یعنی در حدود ۱۷۰ تومن بابت هر سهم بدلیل هزینه ثابت دکلهای استفاده نشده ناشی از جنگ و از ببن رفتن دکل ۱۱۲ هزبنه جدب نشده به حسابها منظور شده\nاگر قرار هست که کل مبلغ دکل ۱۱۲ از کار فرما دریافت بشه در سال ۱۴۰۵ بخش با اهمیتی از هزینه جذب نشده سال ۱۴۰۴ برگشت و سود حفاری افزایش پیدا میکنه"
